A.1,A.2,A.3,A.4,B.1,B.2,B.3,B.4,C.1,C.2,C.3,C.4,D.1,D.2,D.3,D.4,E.1,E.2,E.3,E.4,F.1,F.2,F.3,F.4
22.7824,22.2597,21.8019,23.1084,23.5685,23.61,23.4767,23.7222,22.4345,21.973,22.0591,22.5185,23.2771,23.4741,23.3133,23.1343,21.7786,22.3658,22.24,22.5464,22.9377,22.8591,22.9602,22.9644
19.8586,19.8576,19.5072,19.7826,19.2711,19.6892,19.1995,19.5215,20.2748,19.6739,19.9429,20.41,19.7458,19.6195,19.4318,19.647,20.1801,20.3746,20.3192,20.7411,19.6881,19.9692,19.7219,19.363
18.9013,18.245,18.0478,17.952,19.0435,18.91,19.2962,18.7269,17.2416,19.164,18.7126,18.7065,19.075,19.2635,19.169,19.1974,17.2846,18.1878,17.471,16.7637,18.1083,18.1233,18.3938,18.1425
20.8073,21.2643,21.1346,21.1282,20.1591,21.0317,20.2461,20.2707,21.3445,21.1499,20.7897,21.614,21.1771,20.5201,20.3712,20.4682,21.3383,20.9221,21.7316,21.1571,20.0342,20.2037,20.4332,20.1096
17.2556,17.534,17.0733,17.7034,16.8808,17.5025,17.1389,17.1121,16.7037,17.194,17.291,16.8748,16.7843,16.5283,16.3637,16.6227,16.7292,17.3745,16.3995,15.7029,16.3725,16.7757,16.5606,16.6637
20.8896,21.4642,21.3835,20.1524,20.9706,20.6541,20.711,21.3868,19.331,19.0477,19.4232,18.9954,20.4212,20.504,20.4563,20.4965,21.612,21.8451,21.7425,21.5982,21.6446,21.5981,21.8984,21.7629
14.0521,17.1076,16.808,15.45,15.6428,15.616,15.866,16.3072,12.6971,13.4092,13.4635,13.7892,13.1785,10.9344,12.7084,13.4664,17.1659,16.108,17.1076,15.9605,18.1485,17.4113,17.4501,17.216
19.6778,20.0402,19.8245,19.8701,19.2851,19.4968,19.1966,19.3284,18.1399,17.5406,17.8213,18.2057,17.8916,17.6822,17.4548,17.4307,21.5219,21.7785,21.6832,22.2313,21.5948,21.8109,21.686,21.0821
17.9548,16.8955,16.5673,16.7849,16.3775,17.0347,16.1895,16.8028,17.4879,17.7454,18.5999,17.432,17.0583,16.5709,16.7161,17.2469,17.0235,17.1971,17.1733,16.9592,19.4137,16.3045,16.2761,16.4322
14.0684,13.121,13.9165,13.2676,12.3163,15.0476,13.5935,14.0402,13.1848,15.0398,16.0477,14.8248,15.1808,14.4368,14.585,15.6563,15.0538,12.8694,14.593,13.2257,16.865,13.7383,14.6115,14.9873
17.581,18.3204,17.7112,16.8108,18.1045,18.5163,17.9916,18.2673,16.9849,18.023,17.9735,17.7996,18.0268,18.1141,18.1047,18.0419,17.7675,18.3937,16.9347,18.2029,18.5453,18.7248,17.6107,17.994
22.6475,22.4122,22.3073,22.5599,21.8988,22.6502,22.1446,21.5513,21.9876,22.4377,22.3457,22.1133,22.1213,22.3079,21.9007,22.7871,21.8126,22.2054,21.9001,22.6995,22.5605,21.7274,21.8201,22.2717
19.0628,19.0386,18.8471,18.7582,18.6271,19.085,18.9599,18.7394,18.7869,18.4359,18.7608,18.7784,18.5235,18.3353,18.438,18.3609,19.9668,19.984,20.0089,19.9813,20.2841,20.0645,20.1563,19.8619
12.3429,14.1969,13.6019,12.6431,13.2365,11.918,14.608,13.9229,12.778,14.9205,13.9402,14.5823,14.2077,14.2837,14.4898,14.3347,13.1124,13.8294,13.6771,13.7515,12.7694,13.0555,13.0373,14.132
14.7573,15.104,15.0372,13.8087,14.5892,14.7998,16.1325,14.5479,12.5017,16.2734,14.649,16.2985,14.8465,15.0126,17.133,16.4337,15.2554,13.3497,15.4664,12.178,20.8846,16.2272,13.8437,17.5674
20.7695,19.7269,20.1668,18.802,19.6021,18.3081,19.4814,19.829,20.2097,19.5646,20.6601,19.0631,20.6532,20.2348,20.5368,20.461,20.548,20.6475,20.7597,21.2663,22.0649,21.6746,21.512,21.0581
17.9443,16.986,18.0507,17.7754,15.7103,13.8368,16.0349,16.1339,17.3995,16.3752,17.5657,16.882,15.977,14.7506,15.0527,15.2174,16.3164,17.66,17.9173,17.5213,16.5383,16.6437,15.3245,15.8697
18.3024,18.1365,18.3379,18.4005,17.9679,17.7775,17.9184,18.0541,18.2429,17.8956,17.8836,18.177,17.9146,17.8403,17.9097,17.8928,17.6833,17.4153,17.8536,17.6764,17.5381,17.6742,17.7367,17.689
14.3529,15.2067,15.6083,15.3049,15.0657,15.4892,15.2928,15.3304,15.4929,15.8434,15.253,14.6816,14.9842,15.3891,16.3092,16.0731,16.329,17.0942,15.0881,14.0307,15.0224,16.3705,14.4473,16.7415
21.8963,22.0063,21.2058,21.6714,20.9201,22.0188,21.0899,21.2308,21.2526,21.6569,21.6679,21.2645,21.5362,21.2062,20.8878,21.5438,20.6596,21.4324,21.1073,21.0387,20.4421,20.7837,20.8893,20.8886
19.264,19.3307,19.2368,19.4509,19.4627,19.6754,19.3729,19.5804,19.557,19.047,19.4962,19.6102,19.7815,19.4734,19.9107,19.5555,19.0559,19.3795,19.274,19.8572,18.9627,18.9023,18.9139,18.9577
17.459,15.5328,17.5894,17.4631,16.4789,12.4231,16.6379,16.4734,18.8247,18.765,16.8964,18.7892,16.8796,18.6016,19.2786,19.7384,17.8911,20.3146,18.1093,19.8372,18.5372,19.3193,18.2733,19.795
19.9919,19.5194,19.2659,19.9234,19.2107,19.3965,19.2821,19.3992,19.6418,19.4946,19.9634,19.9274,20.0382,19.4668,19.5319,19.3686,19.3078,19.5188,19.9391,19.184,19.0792,19.0928,19.6413,18.6941
16.6512,15.9914,15.6773,16.0717,15.768,13.0148,15.3616,16.035,16.3264,16.2361,16.4336,16.102,15.347,15.4782,15.8054,15.3598,12.8198,13.2784,12.3848,12.2245,11.2744,15.0376,14.6166,15.7359
18.7189,18.2329,17.8256,18.4822,16.8842,16.7129,16.9825,16.9667,18.3763,17.5252,18.5089,18.5802,17.1829,17.8327,17.68,17.6579,18.8931,18.4595,19.2513,18.387,17.6198,18.3297,18.4012,17.997
19.0932,18.8778,18.3157,18.5759,15.8849,15.3011,16.1897,15.7313,18.3684,18.5664,19.0502,18.3424,17.8005,17.349,17.3844,17.1929,17.967,17.4439,16.8481,12.7016,17.9701,17.7093,18.164,17.6281
17.8212,17.156,16.949,16.9447,14.8565,14.1597,14.789,14.735,17.8898,17.2497,18.5046,18.6699,15.8542,15.5593,15.8127,15.6674,19.0026,19.0049,19.5102,18.9951,18.6861,18.2794,18.4156,17.923
20.7942,20.3501,19.6398,19.9491,19.2991,19.121,19.2516,19.485,19.9941,19.5409,20.7024,20.5684,19.4802,20.108,19.8687,20.0259,20.7439,20.2612,20.9644,20.7403,20.4325,20.5261,20.5099,20.4378
16.954,16.5601,16.3817,17.2699,17.0117,17.2794,16.8576,17.1483,16.7612,16.5642,16.6835,16.3623,16.9384,17.0017,16.8412,16.8517,15.8464,16.0102,16.4295,16.3667,15.9773,15.4975,16.1077,16.1118
16.5373,16.7767,16.2761,15.8247,15.5843,15.6004,15.441,15.6828,15.7103,15.7423,15.4329,15.7991,15.4193,14.9902,14.7289,14.7278,18.6766,18.5092,18.3976,18.3763,18.1242,18.4327,18.7475,18.4052
20.7638,20.916,20.6552,20.6037,20.2018,20.7141,20.5002,20.4745,21.1172,20.673,20.849,21.2423,20.686,20.443,20.4808,20.5188,20.8114,20.5335,21.266,21.3952,20.9725,20.9482,20.9703,20.5557
18.7641,18.2181,18.1035,18.176,18.1839,17.7332,18.0677,18.0715,18.1298,18.0797,18.4742,18.0888,18.2844,18.1854,18.1526,18.0681,18.2888,18.4686,18.5574,17.9423,18.7108,18.2491,18.2304,18.2362
15.2784,16.3938,16.9528,16.3596,18.1352,17.3848,17.479,17.3309,16.9929,15.5267,15.0114,15.911,16.9463,17.0307,16.9222,17.3997,17.4608,17.8371,17.1605,17.9739,17.6892,17.2846,17.4895,17.7246
19.3912,18.8971,18.5296,18.6752,18.4012,18.5653,18.3683,18.6607,18.7635,18.8011,18.952,18.9868,18.7445,18.4296,18.3776,18.4918,18.8699,19.0856,19.1678,19.2377,19.0292,19.0129,18.9365,18.6069
16.868,17.2739,16.5541,16.6157,16.821,16.6496,16.4683,16.4843,17.1307,16.7989,15.6256,15.6471,16.5804,16.5725,16.0152,16.5092,15.9221,16.05,16.551,13.0504,14.7296,14.7516,15.3995,16.3823
20.3111,19.2668,18.9105,20.1215,20.0115,19.9169,19.5466,20.1173,19.0869,19.0363,19.1068,19.2989,19.7882,19.7653,19.7194,19.5713,18.4118,19.1231,18.9737,18.8039,19.3411,19.1928,19.4143,19.4915
21.1767,21.3549,20.9377,21.0988,20.7129,21.1804,20.7411,20.879,20.6654,20.4336,20.8437,20.9766,20.4396,20.3768,20.2082,20.3373,22.0916,22.007,22.0723,22.1479,21.9594,22.0514,22.0406,21.7295
15.3277,15.6417,16.3559,16.7446,17.1367,17.0985,16.8412,17.1191,16.9166,16.248,15.8055,14.663,17.0473,16.714,16.4959,17.1275,16.9301,16.4839,17.476,12.4965,16.635,15.7062,16.2935,16.913
17.1401,17.4427,18.0383,17.4286,17.4388,18.204,17.6249,17.8968,17.4535,17.7457,17.6684,17.6086,17.457,17.4389,17.1031,17.3614,17.0856,14.423,17.6145,16.8248,17.5704,16.9974,17.6224,16.9599
13.8284,13.5031,13.31,13.8807,13.3796,14.341,13.7938,13.2695,13.9263,13.5874,13.7248,13.2684,14.2556,12.6871,14.1719,13.6808,11.5194,12.6831,13.7229,12.25,13.3264,13.32,13.514,14.4368
19.5859,19.6518,19.7761,19.8734,19.5332,19.9167,19.7004,19.7819,20.1845,19.5867,20.2399,20.3005,19.9901,19.7856,19.8444,19.8539,19.8173,19.9718,19.8931,20.7862,19.5402,19.7182,19.6861,19.2144
15.8162,17.3596,16.3815,15.597,15.7388,16.2568,16.4276,16.4086,16.3075,16.4241,16.7921,17.2308,16.3001,16.3178,15.8424,16.2886,13.906,13.0221,15.1115,12.873,10.798,11.5094,13.5249,14.4837
19.0289,19.134,18.892,18.7973,19.1939,19.2791,19.1411,19.1978,18.5699,18.9407,18.9613,18.8509,18.9236,19.0014,18.9541,18.9222,19.0745,19.2025,18.7571,18.7261,19.4045,19.4848,19.5806,19.4293
15.3945,16.9741,16.8369,16.4401,17.2574,17.7847,17.6675,17.2827,16.2851,16.7193,16.5067,16.2686,17.0431,17.4804,17.308,17.4454,17.5032,17.6343,17.6137,17.1997,17.9262,17.9112,18.0407,17.8836
18.3403,18.6918,18.2453,18.6275,18.1593,18.7073,18.3415,18.7534,17.7563,17.8287,18.4209,18.3686,18.1476,18.4662,18.4068,18.428,18.3079,18.4193,18.9037,17.2043,18.332,18.8192,18.9007,18.9025
16.1005,16.3215,15.457,15.9369,15.7601,15.9349,15.7221,15.7563,15.805,15.4976,16.004,16.458,16.3252,15.8052,15.8378,16.0452,16.2465,15.4059,17.0789,16.1403,15.7845,15.9601,15.9615,15.7666
15.1096,17.2852,15.9506,14.9662,16.3613,16.4216,15.2836,15.7085,14.7149,16.1506,15.39,15.5459,15.658,14.2454,14.5882,15.6352,14.0354,13.9256,14.1614,13.0459,12.6773,12.0418,12.1472,14.1396
17.8156,17.1748,17.4839,17.854,17.5867,17.6712,17.4676,17.221,17.7703,17.1602,17.4184,17.6481,17.3826,17.8117,18.4026,17.6017,18.0642,18.9847,17.8928,18.5215,17.4714,18.0371,17.4676,17.9799
12.4374,15.059,14.1207,12.6889,14.4751,14.468,13.9859,14.2104,11.7486,14.2484,14.3861,14.5944,14.7169,14.149,13.7247,13.2647,16.2155,16.0914,16.5664,14.7739,16.2067,16.42,16.5226,16.2562
14.6582,16.43,16.1233,14.9211,16.1847,16.3072,15.8867,16.1875,12.923,13.9199,13.4752,13.8195,13.8781,14.9301,15.2029,14.6298,16.7658,17.397,16.9493,16.7028,18.215,17.3964,17.5463,17.0659
17.0683,17.5964,17.7517,17.874,17.7601,18.0863,17.7607,17.9721,17.9872,17.9047,18.0349,17.684,17.9984,17.7985,17.7062,17.7769,17.0217,16.9244,17.4635,16.1556,16.2944,16.2977,16.846,17.0401
15.593,16.545,15.7579,15.1495,15.0778,15.216,15.1449,15.503,15.5845,15.2732,15.751,15.198,14.9201,15.9229,14.9058,15.416,14.7612,14.4047,15.1838,13.1844,12.3728,13.6544,13.9482,15.7176
17.3329,17.784,17.7767,17.6586,17.4305,17.8896,17.4045,17.6135,17.7719,17.9214,18.0237,17.6392,17.7373,17.507,17.3792,17.2024,16.8982,16.5746,17.0421,16.2555,16.0122,16.1907,16.3298,16.7175
15.6917,17.5107,16.804,14.8987,15.6667,15.7053,15.6751,15.8305,13.9282,14.1155,11.4119,13.5002,12.8383,13.3422,12.2052,13.2804,17.9703,17.5807,17.4161,16.534,18.3247,18.1396,18.4488,18.0382
16.5695,17.2139,16.7228,16.4153,16.2627,16.233,16.3013,16.2821,15.6656,16.0062,16.4193,16.5464,15.7872,15.8825,15.874,15.8254,17.1416,17.114,17.2893,16.6725,17.1598,17.1735,17.1888,16.8824
19.895,19.7171,19.6672,20.7294,20.9587,21.4865,20.9227,21.1618,20.2221,19.5491,19.7847,20.3441,20.8679,20.8529,20.5749,20.7371,19.6593,20.4934,20.0239,20.7023,20.0899,20.3477,20.4186,20.7336
15.9235,15.8234,15.5495,16.1056,16.1949,16.2746,16.7201,16.0592,12.1538,13.8984,15.1107,14.3894,15.9054,16.6675,16.2233,16.7232,17.1073,16.8353,16.4659,16.8861,17.137,17.3338,17.2327,17.4459
14.4658,16.6026,11.6648,11.712,14.3795,15.5328,14.3037,14.6541,15.1261,12.4797,11.7611,11.8946,14.6716,14.6134,12.8163,16.6314,14.317,12.4918,13.6887,12.5741,12.1952,12.9945,13.5756,14.5694
17.4597,18.1437,13.13,13.9748,13.2537,15.634,13.6029,14.3598,15.9102,12.4417,11.7302,11.2049,14.5884,15.017,10.7389,17.1528,14.4078,12.7129,13.4768,13.2582,11.4186,11.6092,10.3046,15.8701
18.5846,19.0706,19.686,19.4387,20.56,20.2703,20.1505,20.5478,19.4423,18.9788,19.5228,18.6612,19.759,19.8957,20.4431,19.7327,20.2772,19.8344,19.996,18.1949,20.7292,20.464,20.6072,20.4987
20.6877,20.0069,20.3228,20.7828,20.3509,19.617,20.3051,20.2497,20.2416,19.9113,20.2641,20.5451,20.142,20.071,20.2136,20.14,20.5615,20.2703,20.7064,18.8935,20.9178,20.7734,20.9606,20.6214
15.276,15.1667,15.4054,14.9547,15.2217,16.2717,15.6746,16.0722,15.9367,15.4769,14.6941,14.59,15.6728,16.1659,16.66,15.818,14.9184,15.3191,14.8374,12.8023,14.062,14.5608,12.8971,15.5769
13.476,14.8949,14.4126,12.8317,13.7616,15.3396,14.6688,14.8205,14.2847,16.5021,16.0265,15.1973,15.6019,15.2792,15.5264,15.2662,14.5862,15.092,15.1352,15.3957,15.2295,14.8913,15.0067,15.5605
13.0314,15.4572,15.1201,14.0957,14.7359,13.7973,14.3207,14.3778,14.5812,15.0077,15.8528,14.9645,14.1147,13.8016,14.2928,14.1427,13.3313,13.6981,14.4475,13.8291,14.5026,14.271,14.6813,14.22
13.7818,14.097,15.3307,14.8731,16.2276,11.4749,17.0848,14.3176,15.9109,16.338,15.8436,16.3181,16.3135,17.1199,17.6285,17.9567,17.0187,16.6873,15.576,15.3767,17.5367,17.9038,16.8113,19.1031
22.3829,22.8787,22.8006,22.9664,23.1193,23.4386,23.2121,23.4219,23.2015,23.2879,23.0841,23.0662,23.5195,23.4342,23.4202,23.454,22.275,22.4562,21.9678,22.2759,22.1891,22.4383,22.3869,22.823
12.7352,15.1068,14.1214,13.9991,13.5715,13.2906,14.2529,13.3733,14.0303,15.6432,14.5627,15.1943,15.4824,15.2876,16.6611,15.2908,14.7936,15.0296,15.1487,11.7513,18.0177,15.9135,15.4294,15.9173
18.8842,19.4121,19.2066,19.2004,19.276,19.5738,19.2917,19.5765,19.566,19.7288,19.8709,20.0132,19.669,19.6517,19.7998,19.7048,19.765,19.9919,19.8856,19.5954,19.865,19.9905,20.0632,19.6725
15.5856,15.926,16.2335,15.3726,16.295,16.7292,16.4243,16.5525,16.0464,15.8564,16.4442,16.2477,16.6148,16.3439,16.2919,16.7184,16.4856,16.1346,16.7317,15.3992,15.9085,16.1735,16.4663,15.7735
18.8194,19.4531,19.004,18.1573,18.5089,18.2679,18.1456,18.6148,18.1851,18.5003,18.3252,18.1272,17.6707,17.8627,17.8435,17.9118,18.8245,18.3141,18.62,18.1562,18.69,18.1649,18.464,18.3417
13.2347,15.4016,15.5462,14.7184,15.8864,16.1425,15.7288,16.0081,15.2805,15.3811,15.5614,14.8962,15.9146,15.5703,15.3144,14.9576,15.4505,15.3858,15.4751,11.7764,13.9277,14.1655,14.5675,15.3076
18.0349,18.0093,17.3763,17.8956,17.4359,17.9509,17.8125,17.6049,17.3403,18.272,17.6817,17.8142,17.8565,17.6058,17.802,17.7229,16.432,16.8537,16.5833,14.5381,16.359,16.7349,16.9667,17.1435
18.1982,17.6203,17.3258,17.8283,17.4951,17.9025,17.6947,17.7708,17.5648,18.0586,17.6018,17.483,17.8844,17.5863,17.6526,17.7327,15.9137,16.6447,16.4894,16.3206,15.947,16.388,16.1393,16.8308
21.7803,21.7745,21.5963,21.6833,21.3464,21.3756,21.2231,21.4499,21.6437,21.2694,21.7737,21.9399,21.6837,21.0894,21.2402,21.2186,21.5201,21.5002,21.6993,21.9076,21.0507,20.9533,21.2845,20.8136
16.5808,16.783,17.0458,16.9748,17.5214,16.9347,17.6893,17.6698,16.909,16.5591,16.7055,16.1352,17.6483,17.6388,17.7231,17.5077,17.6259,18.2067,17.7052,17.9676,18.2611,18.2657,18.0992,17.9972
21.7324,21.2294,21.3641,21.4657,21.0931,21.0632,20.7266,21.1251,21.1484,20.981,21.1927,20.9048,20.5355,20.5589,20.4755,20.3212,20.6282,20.2841,20.767,20.6777,20.9487,20.8914,20.817,20.12
17.7488,17.4027,17.7695,17.817,16.5745,17.1413,16.3755,17.7807,16.5601,16.8444,17.1396,16.8419,15.8532,15.1732,16.2247,15.6192,15.2249,15.4749,16.5627,12.567,16.613,16.9546,17.0508,15.7655
19.5596,18.4102,19.4323,18.9078,20.3434,19.584,19.8726,19.7513,17.8718,16.8456,17.5191,17.2943,18.0546,18.7613,18.6884,18.0821,19.9359,19.5617,20.0705,19.8843,20.0764,20.0577,19.9363,19.8895
21.7276,21.5825,21.5466,21.9931,21.9472,20.9989,21.6889,21.7422,22.0555,21.6918,21.4276,21.9904,21.8107,21.5384,21.4669,21.4343,21.1051,21.094,21.3442,21.3791,21.5854,21.5925,21.4821,20.9009
18.1303,17.983,17.8922,17.9156,18.191,18.2869,18.2288,18.2514,18.1713,17.8644,17.8724,18.0699,18.0853,18.1025,18.2347,18.4272,17.9312,17.9152,17.8732,18.0679,17.8216,17.8329,17.8451,18.1297
17.0076,16.5108,16.0868,15.2427,15.2786,15.1792,15.2965,15.7798,15.0981,15.2927,15.4398,15.6884,15.2594,15.2099,15.236,15.2013,16.4923,17.2122,17.0163,17.3091,17.1491,17.3949,17.1551,16.6041
15.9668,14.6491,14.7986,14.3243,14.3194,14.48,14.9825,14.7723,12.4726,12.7389,13.8773,13.2206,14.5071,14.8521,14.8863,14.8709,16.581,15.2947,15.6679,12.2766,17.5359,16.9785,17.3352,17.2076
15.4594,16.0697,16.161,15.1952,12.895,13.7308,14.5806,13.8415,15.3377,16.0598,16.8857,16.0767,13.0744,14.7433,13.9902,14.5376,14.6048,13.2447,15.9172,13.0871,15.6001,15.1069,14.7849,14.832
14.4995,17.0068,16.3757,15.8752,16.4601,17.0181,16.8573,16.9223,12.8552,13.5965,13.2282,13.1292,13.9462,15.3882,15.3726,12.9834,16.6382,17.324,16.4681,16.3279,18.7854,17.4752,17.2031,17.7066
13.5745,14.3937,13.2498,13.0707,13.9455,13.8112,14.8191,13.4689,13.0187,12.733,11.9593,13.3669,13.84,15.8723,16.6341,15.8208,16.9552,17.6018,16.9617,17.1081,16.562,17.2408,16.7473,17.2014
16.8856,17.4864,17.0243,16.4909,16.5442,17.1385,16.6517,16.9567,16.5234,16.3308,16.5204,16.6902,16.4701,16.4203,16.2763,16.4083,18.1485,18.0775,18.4551,18.2599,18.3142,18.2351,18.0642,18.0119
15.0548,14.7044,14.6708,13.3744,15.0779,15.3174,15.1031,14.9334,12.8923,14.3939,14.7628,15.5362,15.243,15.3979,14.7596,15.326,13.3117,11.9537,14.3694,12.7348,14.521,14.7198,14.2403,14.8308
16.0508,16.6683,16.7117,16.4493,16.6587,16.5382,16.3352,16.6839,15.3353,16.0231,16.6041,15.7795,16.1208,16.0208,15.8879,15.8935,17.8092,17.9796,17.832,17.9618,17.5227,17.7979,18.0174,18.0105
20.2602,20.0433,20.4663,19.6537,17.8088,16.069,17.889,18.2677,18.2713,18.4755,18.9559,18.6737,17.0268,15.6859,15.9816,15.7875,19.7832,19.2061,19.7383,19.4164,18.0822,18.3462,17.9079,18.4437
20.0589,20.7406,21.4706,18.8438,20.4839,19.1188,19.8325,20.4041,20.93,22.4336,21.8788,19.3371,20.7419,21.833,21.3216,21.0863,22.5641,22.8994,22.8397,22.3853,23.9231,23.7149,23.7032,22.8629
16.5573,16.7571,16.6053,16.249,15.9636,14.8249,16.5603,16.5119,16.3933,15.354,15.8913,15.5835,15.9864,16.668,16.7002,16.5548,17.8466,17.6764,17.5021,12.4929,16.9031,18.6122,19.3126,18.9476
16.1614,14.6052,15.1184,14.1327,15.0221,13.3507,14.3945,14.1898,14.9021,14.2718,14.8934,14.5705,15.1944,14.5562,15.2558,14.7551,17.0167,17.5111,17.5468,17.0021,18.0036,16.9384,17.2892,17.1851
19.128,19.3334,19.7182,19.1769,19.9923,20.0402,20.0922,19.9474,19.1459,18.3044,18.8158,18.4591,19.9952,19.7452,19.8876,19.8336,20.0219,19.8494,19.0392,19.2306,19.169,19.0943,19.4723,19.4093
18.8022,19.4722,19.6827,19.6415,19.5793,19.984,19.4351,19.4061,19.1099,19.0301,19.8413,19.375,19.5981,19.3462,19.1471,19.4185,19.2278,19.4495,19.6645,18.2365,19.3504,19.2876,19.1599,18.9968
15.6885,16.1661,15.1967,14.6318,15.1891,16.1647,14.8769,15.3796,13.9779,14.7316,13.5418,14.5026,15.625,15.5558,14.4592,16.5824,12.9563,13.4514,14.5424,12.5423,12.5399,12.5857,12.7926,15.7325
16.6395,16.2279,15.8121,16.1226,15.9498,16.6314,16.1736,16.2897,15.3634,15.9578,16.0622,15.935,16.7264,16.8144,16.796,16.782,17.79,17.5971,17.8864,17.2151,17.9776,17.8083,18.1173,17.882
16.5194,16.8605,17.2693,17.425,17.5856,17.4156,18.0212,16.4212,16.7521,16.4506,16.9976,16.6347,16.735,17.7176,17.9018,18.1733,18.5364,19.0788,19.1347,18.464,19.8529,19.7718,19.7426,19.8779
20.5606,20.6334,20.2409,20.6072,20.2365,20.3384,20.2266,20.398,20.09,19.7083,19.906,20.0235,19.4092,19.8206,19.7085,19.7077,21.9713,21.9965,22.0205,22.4389,22.3823,22.3545,22.3625,22.0131
14.201,13.844,13.5162,10.7452,10.6579,13.58,12.258,13.4616,11.236,11.1443,13.9988,13.3726,13.0654,13.0496,11.6688,12.3926,17.3254,18.3704,18.6042,16.1473,17.2521,18.2346,18.0646,17.4626
19.5859,19.1797,19.0364,18.8267,18.5871,18.643,18.4628,18.8487,18.5631,18.5767,18.7397,18.3451,18.5332,18.2711,18.2363,18.2252,18.6156,18.9348,18.6998,19.2015,18.5971,18.7967,18.6272,18.1455
13.6128,14.1059,11.3815,16.1558,16.1086,15.5621,18.2719,15.525,15.5605,15.6636,14.2501,17.1626,16.8658,17.8663,18.7927,19.7801,13.7921,15.0662,14.1884,14.9053,17.3756,16.8912,17.6856,18.5356
16.1294,15.8588,14.5785,14.0262,14.1057,12.1798,15.7235,15.4577,15.5786,16.9898,16.4384,17.6155,16.7839,16.4242,15.8774,16.0742,17.7846,15.1442,18.747,17.0754,18.1384,17.757,18.5588,18.1156
17.5428,17.7665,17.3798,16.8845,17.3467,18.3638,17.7209,17.5585,17.1036,18.5332,18.3853,17.9181,17.9794,17.9197,17.9495,17.6452,16.494,17.8116,17.4107,17.7154,15.8579,16.8866,17.441,17.7167
16.8084,17.8269,17.5872,16.2017,17.6188,18.0731,17.3794,17.6241,18.1277,17.442,18.0483,17.7748,18.0163,17.5384,17.5881,17.7713,17.7383,17.321,17.7162,16.3883,16.7907,16.8193,16.9978,17.0179
15.9381,16.0867,16.3734,16.3241,16.8556,16.9349,16.8328,16.9875,16.2077,16.3556,16.4489,16.0468,16.9701,16.7145,16.6675,16.5897,16.0431,16.0243,16.29,16.1944,16.2519,16.0792,16.3208,16.2938
18.382,16.8529,20.304,19.6835,19.6489,18.0368,20.5817,17.0581,20.0756,19.833,18.902,19.7682,19.5614,20.5704,19.7742,21.9993,19.5442,18.1635,18.0729,15.3778,19.6747,20.5753,19.5003,20.2675
16.5715,15.9105,16.8245,15.3253,16.1472,16.2219,16.136,16.1779,17.2295,17.4683,18.2031,18.2347,18.367,17.8302,17.7981,17.8624,18.0846,18.8546,18.4094,17.8774,18.9338,18.8076,18.8251,18.1633
14.7146,15.6632,15.4087,14.828,16.2852,16.5765,16.2514,16.6264,14.7305,14.8668,14.2263,14.7517,16.2632,16.3103,16.1363,16.6155,12.9301,13.2665,12.1506,12.8004,15.1877,13.8333,14.7647,15.4605
20.6271,20.1073,19.9005,20.6977,19.7697,20.1544,19.8883,19.545,19.9945,19.2416,19.8592,20.3844,21.0943,18.4901,18.5097,18.5216,21.0716,21.2906,21.152,21.4456,20.4438,20.5594,20.2321,19.9953
15.9549,16.8219,16.2946,16.3864,16.4108,16.8292,16.4863,16.885,16.3237,16.6778,16.5462,16.5652,16.6565,16.5594,16.1857,16.227,15.4084,15.3493,15.9395,12.6975,14.7477,15.2207,15.3574,16.1254
17.6632,17.5792,17.0897,17.3152,16.987,16.9845,16.762,17.219,17.0912,17.5683,17.5282,17.2042,16.324,16.4197,16.2706,16.6211,17.594,17.7215,17.9056,15.5515,17.7801,17.902,17.916,17.6305
13.9203,14.6183,14.3324,14.3903,14.685,14.8671,14.669,15.1426,13.0841,12.9024,13.087,13.1722,14.901,15.4879,15.168,15.0156,13.5588,14.1077,14.3908,12.3174,14.9137,14.858,14.9633,15.804
12.5004,13.6926,13.0944,12.4837,15.8888,14.4158,15.219,15.2997,15.0125,13.9264,13.6531,13.6747,14.2671,14.5468,13.7573,13.4726,13.3386,16.1449,12.3997,13.7037,17.517,17.6259,17.3047,16.7192
16.8754,16.558,16.7175,16.5892,17.4589,17.618,17.5492,17.4814,16.5603,17.0012,16.5236,17.1385,17.8229,17.3685,17.3957,17.4162,17.1596,17.084,17.365,17.3446,16.79,17.0952,17.5579,18.0729
12.9899,14.1538,14.2843,14.8989,15.1087,14.5769,15.0535,15.505,15.0347,15.532,14.6699,14.2858,15.613,15.2792,15.5372,15.5984,12.8826,13.8953,12.7219,13.5143,12.6574,12.9493,14.3955,15.4547
19.136,16.3534,20.5114,19.9345,19.5164,17.7131,20.5723,16.1705,20.3875,20.1169,18.7343,20.1287,19.268,19.6599,19.8035,21.8454,19.5656,18.0944,17.3715,16.4379,19.6491,20.4619,19.1512,20.3458
15.2803,15.5912,15.6912,15.2814,15.1357,15.7347,15.1853,15.479,13.0226,15.1248,15.5238,13.9769,13.6734,13.8665,13.5015,15.9496,15.6378,15.0926,15.4901,15.1706,15.6876,15.3257,15.6274,15.2272
17.7478,18.0658,17.5913,17.8202,18.1647,17.4291,18.0456,17.8996,17.8064,17.4235,17.3426,17.9428,18.462,16.9325,18.2837,18.1569,16.4165,16.4299,16.2453,13.7095,12.3086,16.5107,17.149,17.2323
