A.1,A.2,A.3,A.4,B.1,B.2,B.3,B.4,C.1,C.2,C.3,C.4,D.1,D.2,D.3,D.4,E.1,E.2,E.3,E.4,F.1,F.2,F.3,F.4
11.8702,15.1289,15.6909,15.9088,17.0362,16.7553,16.4691,16.7491,13.988,14.267,15.4601,14.3437,16.2674,16.4637,16.6024,16.2673,16.3149,16.2274,16.5747,15.7882,15.8248,16.0739,16.7279,17.1882
16.5343,16.997,16.59,16.3367,16.4137,16.0278,16.1625,16.549,16.2417,16.6201,16.746,16.3534,15.817,16.1906,16.1548,16.1393,13.8871,14.1671,13.8386,13.2955,14.7195,15.9629,14.4937,15.3594
12.2583,17.5018,17.5216,13.4603,16.7524,17.0991,16.4523,17.017,17.6253,16.6877,13.3039,17.2491,16.5694,15.7161,16.2508,16.0763,17.0437,12.9804,13.6373,12.4705,16.8202,16.7509,16.8057,16.3381
16.5691,15.9209,16.19,15.8438,16.0564,15.8641,16.0588,16.2883,16.4513,16.2068,16.187,16.2969,16.1674,15.8211,15.9565,15.822,16.6622,16.4401,16.7729,17.2034,16.1036,16.0472,15.7972,16.0178
17.3578,17.6422,17.5054,17.3889,16.9147,17.395,16.8871,17.2757,17.2571,17.3332,17.4343,17.4763,17.2191,17.0195,17.0109,17.125,16.4873,16.3073,16.8452,15.5925,15.6266,15.5149,16.4179,16.5382
14.467,16.9069,15.9196,15.9821,16.3488,16.892,16.42,16.5571,16.5898,15.9596,16.5554,16.5582,17.1739,16.1874,16.2435,16.5028,16.2296,16.9153,16.5467,16.6392,14.965,14.7782,15.3901,15.3343
17.8311,17.1759,16.7095,18.0518,17.7801,18.2078,17.687,17.9122,17.569,17.1204,17.3295,17.0206,18.273,18.0872,18.0883,17.4663,17.982,18.2898,18.245,18.7191,17.9767,18.3513,18.1897,17.4511
15.6659,14.8202,15.5828,15.549,14.7786,13.9208,12.6697,14.4484,15.5753,15.3952,14.9824,15.317,13.1688,14.4084,12.7193,14.1431,14.9995,15.0208,15.5008,15.7941,14.8018,15.8806,14.7998,14.2198
16.4253,15.5287,14.5563,15.3871,15.3538,15.6446,15.3,15.5207,14.7014,14.7367,14.7217,14.4839,15.7478,15.3929,15.3845,15.4404,16.6037,16.7145,16.8715,15.5969,16.1186,16.6419,16.8818,16.6359
16.4853,16.3028,16.179,16.5189,16.6013,16.806,16.8182,16.8888,16.0324,16.5105,16.8065,16.6651,16.836,16.7519,16.4772,16.8505,16.0412,15.7408,15.8507,14.0202,15.7559,15.7745,15.8003,16.1309
15.0855,15.881,15.4983,14.6886,15.974,16.1259,15.6615,16.1895,15.2654,15.2518,15.4073,15.1759,15.7696,15.8625,15.5008,15.5636,15.1812,14.3828,14.8862,12.5565,13.8898,13.8057,14.213,15.1827
15.3623,16.2551,15.944,15.3482,15.5011,15.0238,15.6959,15.4832,14.8204,14.688,14.6826,15.0571,15.7028,16.0202,16.3118,16.0493,20.3955,20.958,20.4688,20.591,20.0499,20.0403,19.9989,19.6022
15.1725,15.8413,15.7317,15.9294,16.1706,16.0436,15.7612,15.7207,15.13,16.1086,15.7147,15.4078,16.0637,16.176,16.0686,16.0644,15.3333,15.3707,15.4386,12.1417,15.2445,15.3645,16.1773,16.0084
18.3575,17.7662,16.8842,17.7179,17.6442,18.0253,17.7266,17.9657,18.0069,17.2166,17.783,18.1691,17.769,18.1509,18.2324,18.1444,18.1252,18.5689,17.9977,18.4574,18.9139,18.4995,18.6715,18.3792
13.5226,15.7462,15.2558,14.2864,15.2414,15.7068,15.0726,15.3359,13.9053,15.2432,15.3155,15.8022,15.4141,15.0015,14.8778,14.9087,14.0668,11.7945,12.6641,11.7502,12.1357,13.0973,13.8213,14.1059
14.8926,14.9595,14.7581,15.9549,15.5252,15.799,15.5756,15.6736,12.9521,12.7234,14.0142,13.2998,14.8593,14.866,14.9569,14.9179,12.7102,12.3682,14.2734,12.1134,15.4436,15.2895,15.9341,15.5203
15.0674,14.6927,14.0856,14.2628,14.5217,14.9208,14.1902,14.2981,12.7929,14.1146,14.0224,14.4977,14.2254,14.3086,12.4007,14.9255,13.2822,14.2134,12.9884,14.0899,12.0722,11.3939,14.2382,15.2574
19.8686,20.0242,20.4319,20.1397,20.6686,20.8667,20.3003,20.5406,20.0296,19.3697,19.8629,19.6075,20.4489,20.1468,20.231,20.232,20.2874,20.5528,20.2682,20.6847,19.3238,19.388,19.6793,19.457
12.1102,14.4659,14.703,13.9847,15.9236,16.058,15.9268,15.9845,13.149,13.3734,13.1092,13.4578,14.4922,14.9437,11.2187,14.4747,15.9791,13.2218,14.7762,12.8551,15.7991,15.3754,15.7916,15.6412
13.8063,16.0449,15.0347,13.447,15.0236,15.4658,15.3742,14.7715,13.1852,13.6284,14.756,13.7067,14.7903,15.6134,15.7334,15.2335,14.8387,14.8885,14.8447,13.4996,16.1925,15.5343,15.1952,15.7917
15.3944,15.2602,15.5846,15.2674,16.3292,16.9258,16.337,16.5055,15.5537,15.6501,15.7642,15.6267,16.7614,16.8347,16.8477,16.8427,16.325,15.9762,16.5428,13.9256,16.0662,16.0701,16.6181,16.6145
18.6822,19.2942,19.4437,19.0729,19.4495,19.4826,19.3233,19.6035,19.5014,19.0392,19.3234,18.8092,19.2214,19.1234,19.1169,19.0579,19.4311,18.962,19.2498,19.5856,18.9731,19.0676,19.2768,19.1436
15.6161,16.6777,16.8936,16.6256,16.4951,17.0511,16.2904,16.8753,17.6166,16.5199,16.6979,16.3449,16.1825,16.2958,16.0175,15.7049,16.9666,15.8716,16.9272,17.9833,11.9891,11.5075,12.2094,15.5904
16.27,16.4327,16.1058,14.2621,14.8534,15.5766,14.9168,14.9886,16.1232,16.1913,17.3809,16.5815,15.0364,15.4035,16.0568,16.1008,14.5387,13.1827,15.2464,12.6583,14.9336,14.0917,15.1702,15.1422
16.7394,16.4936,15.7335,15.6407,15.7411,15.6317,15.6811,15.9204,15.9379,16.8381,16.4334,15.7598,16.5577,16.5688,16.4868,16.4799,15.7847,16.7103,15.6212,11.8359,15.851,16.1896,16.3116,16.6323
17.8911,18.1692,17.7468,17.2318,17.2667,17.7653,17.3323,18.0003,17.2574,17.2926,17.636,17.8374,17.7091,17.7436,17.6278,17.7659,17.6729,18.1483,17.9634,17.7536,17.7467,18.194,18.1733,17.8392
18.6058,18.6153,18.7202,18.1786,18.459,18.558,18.2929,18.6023,18.499,18.4234,18.6027,18.7511,18.4899,18.3233,18.1034,18.267,18.1834,18.1581,18.5356,16.126,18.4372,18.2863,18.3242,18.1264
15.4109,15.2209,14.9332,15.1584,15.162,15.8741,15.1325,16.2037,15.0615,14.8487,15.2661,15.428,15.3861,15.2861,15.409,16.0379,14.5954,14.8822,14.2576,14.3216,14.6811,14.9187,14.6093,15.0681
16.7651,16.9151,16.7816,16.8168,15.8816,16.1463,15.7432,16.5869,17.2815,16.8135,17.0861,17.1494,16.299,16.2171,15.588,16.0388,16.4615,16.964,16.5354,16.6413,16.0157,15.9645,15.9878,15.4435
20.3563,20.7848,20.4852,19.9838,19.9777,20.0178,19.8909,19.9363,20.1499,20.0721,20.4081,20.4748,20.0776,19.8899,19.8786,19.813,20.9026,21.2062,21.2092,21.3841,21.1825,21.3177,21.337,20.936
15.217,15.0482,15.5834,14.3922,14.539,14.989,14.545,15.0067,14.8975,14.2621,12.2276,14.7102,15.1806,14.4629,14.5001,14.6521,15.3531,15.5478,15.4604,15.9271,15.0789,15.3218,15.1623,13.994
12.7253,15.0449,16.1292,16.1408,15.7334,15.9398,15.0464,16.3226,12.5324,14.6328,12.8023,16.3131,15.5462,14.7479,13.7393,13.975,15.1738,15.9049,16.1319,15.6154,14.2158,15.2302,15.6356,15.3516
13.8184,13.0583,13.5436,13.0209,13.2245,14.7172,14.3209,14.494,12.6203,13.7543,13.6901,13.801,14.3477,15.0253,15.03,15.2305,13.6887,12.3195,14.2308,14.0663,14.7059,14.248,14.4029,15.4047
19.3671,18.8011,18.7321,19.2802,18.9665,19.1663,18.9924,19.1766,18.7995,18.5269,18.9008,18.8509,18.9178,18.7007,18.6815,18.5445,18.3459,18.4265,18.4363,17.9023,18.2375,18.377,18.3789,18.4249
15.2819,14.4422,13.0762,12.2768,14.5784,14.6943,15.0375,14.4385,14.9817,15.4257,14.8264,15.6854,15.5387,15.7962,15.6845,16.0218,14.8541,14.3645,14.4331,13.8389,15.2166,14.8914,14.9492,15.2718
15.6334,15.6327,15.5507,15.8616,15.7472,16.0631,15.3252,15.5348,15.5643,15.2858,15.8443,13.0762,16.0671,15.5704,14.9539,15.544,15.0821,12.6213,15.703,13.9628,15.7232,15.2264,15.5927,12.5949
16.9962,17.1432,16.8381,16.8269,16.2469,16.2968,16.236,16.5471,17.2861,16.6565,16.8951,16.0086,16.1348,16.1948,16.1081,16.1691,17.1386,17.1023,17.1483,17.216,16.5932,16.7152,16.7279,16.3402
20.9535,20.9112,20.8041,20.51,20.3125,20.6254,20.3495,20.6497,20.7495,20.4245,20.9194,20.8173,20.4735,20.3494,20.183,20.3343,20.9285,20.4971,20.935,21.3262,20.324,20.5353,20.514,20.4106
17.6056,17.2546,17.0343,17.0589,17.0346,16.9409,16.6854,17.1247,17.1579,16.6562,17.3197,17.2806,16.6818,16.7774,16.6528,16.6937,17.4643,17.2876,17.697,17.4588,17.0713,17.1778,17.1848,16.5901
21.4809,20.2691,19.8443,21.1383,19.226,20.4455,19.7031,20.1457,20.9563,20.3079,21.1453,20.2856,20.0911,19.8365,18.9695,19.6132,21.0666,20.9673,21.7297,21.3919,21.5882,21.5932,21.6858,20.9831
18.5094,18.2389,18.3205,18.9882,18.1012,18.8219,18.411,18.9105,18.9142,18.6548,19.0037,18.9528,19.3229,19.0572,19.1276,19.0347,19.2477,19.1616,19.597,19.1929,18.4549,18.7793,18.8738,18.6357
12.4232,15.3534,14.5554,14.5089,15.0624,15.0275,15.138,15.7861,13.5301,13.4607,14.5863,14.8769,14.9317,14.9132,15.3859,14.2848,15.4066,15.6743,13.7964,13.9805,16.6547,16.1128,16.2074,17.063
18.5992,18.3319,18.0418,17.5831,16.5296,16.3203,16.8183,17.0992,17.7303,17.9111,17.741,17.6813,17.0947,16.4597,14.2008,15.9515,17.2389,16.8448,17.8681,17.8312,16.7095,16.8907,16.1,16.556
17.0022,14.4504,13.6176,18.9558,12.5871,14.3709,14.3122,13.0591,14.2192,13.8707,14.5139,12.6277,13.6294,15.8838,16.7424,12.9215,14.2931,14.6494,14.2101,13.2716,16.7477,14.1517,14.0915,14.0229
16.7871,16.6587,16.9049,15.7846,16.115,17.4243,16.9661,17.3693,17.5422,16.7087,16.9377,17.7381,17.4696,16.7239,16.8578,16.8587,16.6597,16.9076,16.9364,18.7223,16.0792,16.5881,16.5915,16.2336
14.5186,15.8791,15.3301,14.9186,15.0368,15.4283,14.7476,15.0184,15.982,15.4633,15.7384,16.3102,15.5508,15.0881,14.7279,14.9366,16.0648,16.0958,16.6337,14.4986,15.7351,15.8615,16.1548,15.8854
14.7674,14.4031,13.2487,13.9245,13.8631,14.2445,13.6634,13.5146,11.3406,11.851,13.3509,13.5428,13.2935,13.5002,13.3674,13.0395,15.9229,15.8991,16.1784,16.5206,16.4577,16.5988,16.7408,16.4613
13.2501,15.2796,14.5926,14.2766,15.114,15.5666,15.0873,15.6867,14.5011,13.7236,14.5027,15.3925,14.9246,15.1657,14.2075,14.4728,15.8577,16.0121,16.3963,16.3038,16.2048,16.4396,16.2891,15.958
14.7839,15.1764,15.3872,15.1121,14.7073,15.6467,15.2131,15.6888,12.6174,12.9362,13.3098,14.2913,15.1571,15.3231,13.922,14.8139,15.0792,15.3954,14.9435,15.784,14.7767,15.2717,15.109,14.5775
14.9433,14.6068,15.3935,15.1505,15.6284,16.0577,15.5573,15.8091,13.9061,13.3027,13.1019,13.8682,15.9518,16.2493,15.7777,14.9954,14.9767,15.7734,14.7033,15.5363,12.9289,12.979,15.2986,15.0466
18.0169,17.9516,17.7334,17.782,16.6614,16.8051,16.5801,16.7407,17.7603,17.5849,17.5679,18.1764,17.1904,16.7623,16.7534,16.6104,16.8323,16.9813,17.6531,16.5155,15.5306,16.3379,16.1235,16.4457
14.9579,15.2445,15.3741,13.8648,14.8241,14.8744,14.983,15.0172,15.4637,15.0441,15.7696,15.6274,16.063,15.5305,15.3551,15.327,15.934,16.4399,16.2044,16.1862,15.9349,15.9346,16.0314,15.4677
17.1549,16.8159,16.9349,16.393,17.2605,16.9015,17.3874,16.9744,17.0782,16.9574,16.7232,16.6042,17.0067,17.0894,17.4401,17.3596,16.15,15.9868,15.4554,12.8482,17.0803,17.1672,17.2254,17.0507
16.0167,15.8742,15.9249,16.1902,16.5242,16.4444,16.5842,16.4495,16.3746,15.7332,15.5868,15.6468,16.8369,16.7792,16.8369,16.6017,17.1369,17.5724,17.3528,17.7282,17.3655,17.1317,17.0975,16.7728
12.9454,14.6996,14.5127,12.6634,15.1654,14.4775,14.7349,14.9282,13.4001,12.2168,12.9942,14.4649,14.887,15.471,14.3455,15.0666,16.2288,15.1567,15.7506,12.4356,16.011,15.0647,16.1236,15.7157
14.6106,15.9457,15.3788,16.0586,15.7292,16.1514,15.8025,15.8054,15.1264,14.9173,15.6177,15.3889,16.0672,15.6328,15.7013,15.5843,15.2366,15.6395,15.9021,14.6496,14.1755,14.6431,15.0429,15.4764
12.7802,14.7767,15.8308,15.3896,15.5066,15.9908,15.281,15.5116,14.6727,14.834,16.097,14.7744,15.7921,15.0393,14.9495,13.7427,15.1938,15.6898,16.0475,12.9986,15.406,16.019,15.0812,14.2462
14.7911,14.8091,14.8758,15.0107,15.3887,15.5364,14.9742,15.2028,14.1597,14.8162,15.3086,15.8174,15.6844,15.6982,15.4546,14.9742,14.08,12.2587,13.7785,12.2481,13.0284,11.932,13.0117,15.8073
16.5169,16.6528,16.2985,16.6787,16.1693,16.5342,16.3135,16.6024,16.6028,16.7263,16.5344,16.7357,16.5917,16.5023,16.3055,16.5412,15.3369,15.0432,15.7126,14.5916,15.0225,14.832,15.2511,16.0889
12.9557,14.4662,15.08,14.7432,14.1717,14.9168,14.6939,14.5623,14.8431,14.6872,15.0164,14.5212,14.9484,14.5983,14.3212,14.2945,13.8618,11.7519,14.7918,13.7627,13.592,11.7828,13.9415,14.3583
15.6438,14.5341,13.3745,12.6798,14.1605,12.5064,13.0605,14.0602,12.2059,13.9697,14.2581,14.6038,12.8814,14.5498,14.5031,14.3892,13.7447,14.3498,14.7559,14.3161,11.8617,13.7514,12.1764,14.4811
16.0518,16.9845,17.044,17.1736,17.5155,17.6311,17.2204,17.5972,15.7331,15.5273,15.545,14.8139,16.2677,16.2153,15.9363,16.1358,17.1868,16.599,16.9777,17.1281,17.1286,17.0488,17.1862,17.2434
13.1812,15.0159,14.7155,14.3549,13.8344,14.488,14.8074,13.2981,14.3347,14.9425,14.65,14.896,13.9625,14.9273,14.7391,14.801,13.1827,13.437,14.1896,12.0623,12.1939,11.2278,11.1349,13.3625
16.672,16.571,16.204,16.4496,15.8681,16.1395,15.6399,16.0502,16.0976,15.8278,16.1235,16.1961,16.1331,15.6031,16.0324,15.8703,16.2691,15.5414,16.9431,16.878,16.3189,16.212,16.3855,16.2266
15.2347,15.8019,15.7647,14.8869,15.2006,16.3458,14.902,15.238,15.4067,15.696,16.0327,14.9499,15.2261,15.5608,15.0169,13.869,10.1871,13.1743,15.8084,13.42,11.5945,13.381,14.2939,14.7036
14.4306,15.758,15.7701,15.5159,15.4578,15.7704,15.5915,15.7398,15.4467,15.5885,16.0599,15.5751,15.4332,15.4709,15.2212,15.2133,13.2687,13.1808,13.3346,13.3284,13.5074,11.9025,14.4501,15.3847
13.6056,15.2297,15.4763,15.4754,16.4016,16.5141,16.4145,16.7381,15.3083,15.7422,15.2334,14.7891,16.0435,16.4507,16.0023,16.0772,14.3657,14.4634,15.0604,12.793,11.6443,13.3859,14.7436,15.4286
13.0557,13.7261,15.087,12.1773,15.7179,16.2283,14.8163,14.1376,12.5392,12.2422,15.3528,14.1151,16.0755,15.5902,15.1101,15.2308,14.9373,15.2779,15.749,11.8235,14.7597,14.9741,15.7986,15.0643
14.5155,15.2788,14.3509,14.2687,14.8537,14.8778,15.1328,16.1962,13.302,13.7473,13.2687,14.0077,15.5043,15.3521,12.6523,15.551,14.704,15.3382,15.6129,15.5402,13.9903,14.3997,14.9305,12.3308
16.4157,16.2186,15.184,16.8855,15.4045,15.3297,15.5308,15.3639,16.042,17.2905,16.7081,16.3665,15.4875,15.3258,15.5583,12.9113,13.2472,15.2192,14.1837,14.2693,12.9816,13.8048,12.6434,14.4783
18.258,18.7141,18.9356,17.7056,18.8265,18.5778,18.5157,18.4932,18.8925,18.5593,18.6939,18.7919,18.9218,18.5464,18.8793,18.4397,18.6488,18.7438,18.737,19.0723,17.9241,18.4297,17.829,17.9138
14.4779,14.0583,12.8711,15.1428,12.7784,12.5648,13.3678,13.2977,12.6791,12.2472,12.7545,12.6905,10.9858,11.9729,11.1247,12.7647,17.169,18.5692,18.6131,17.5534,18.1843,18.5118,18.1288,16.8493
14.3562,13.978,13.4413,13.647,13.6342,13.3065,13.7217,12.8445,12.1987,13.2162,13.4583,14.2338,13.4135,13.6048,12.9273,13.6316,13.0594,14.0254,13.9085,13.2359,13.1523,13.123,13.3252,12.5441
14.2573,14.8061,14.5634,13.0296,14.4985,13.775,14.0751,14.0884,14.5001,12.922,12.7657,14.8633,14.7928,14.8765,14.9661,14.5958,16.1657,16.4609,15.5172,16.559,15.8777,16.1388,16.1732,15.4477
18.6776,19.402,19.5412,18.9054,19.0005,19.2915,18.8004,18.4429,19.546,19.7539,19.844,18.9733,18.8575,19.037,18.7319,18.765,18.2903,17.7283,18.2906,13.8556,17.5536,17.6852,18.1495,14.6197
15.9176,17.0033,17.3705,16.7974,17.1441,17.3757,16.8634,17.3695,16.6266,16.8665,16.5365,16.4234,17.5833,17.2394,17.4878,17.371,16.9953,17.0995,17.8546,16.6398,17.3915,17.5504,17.1707,17.4391
15.8088,15.4736,16.1848,15.8497,16.8925,16.0486,17.1305,16.795,16.5165,15.9465,16.0894,15.7395,17.0769,16.5414,17.357,16.8111,15.8808,16.7418,15.6484,12.6039,16.7899,16.8658,16.0981,16.6253
17.4698,17.3446,17.0352,16.7369,16.4851,16.1712,16.2754,16.5412,15.1364,15.7458,15.899,15.9609,15.3409,15.8516,15.6081,15.9106,18.5807,18.8418,18.8918,18.4565,19.0141,19.1261,18.9089,18.8567
15.027,17.3817,15.9915,15.7488,16.6566,16.3308,16.6204,16.5276,15.38,14.9788,16.1643,15.5381,15.7669,16.818,16.4537,18.3789,14.4387,16.5433,14.972,12.9599,14.6772,14.7587,14.6096,16.2382
14.5534,14.6612,13.8399,14.1984,15.8783,14.8169,14.1852,14.6582,13.6943,13.8398,14.4885,14.644,14.8025,14.3608,14.5637,14.1721,12.7601,12.9725,12.6339,12.2952,12.9497,13.5174,14.1064,14.0685
12.6413,11.8357,12.0586,13.3325,11.9621,12.9905,12.6315,13.6153,12.864,13.3349,13.0062,12.5254,12.6532,14.2827,15.1695,14.2842,14.9294,15.2563,15.1469,14.8496,16.1415,16.0289,16.2228,16.98
15.4287,15.2684,14.7321,14.7506,14.4963,15.547,15.1219,15.0369,12.3753,15.7975,15.5887,15.3662,14.0977,14.9144,15.1871,15.2926,12.2413,13.2904,13.3213,11.8651,13.2803,12.5555,12.1308,14.5299
17.979,17.7973,17.542,17.7191,16.9229,17.044,16.7248,17.0726,17.6602,17.1597,17.5003,17.6209,17.2659,16.4909,16.618,16.6861,16.606,15.9539,17.0429,13.2053,13.295,15.7216,15.5714,14.7327
17.8521,18.267,18.678,18.6631,18.6455,18.7629,18.4168,18.6093,18.6694,18.509,18.8744,18.3114,18.7135,18.4112,18.6306,18.3985,18.8594,18.6917,19.1299,18.872,18.0984,18.3352,18.3857,18.1134
15.9848,17.3692,15.793,15.4714,15.1661,16.4404,15.2275,15.7685,15.2863,15.4886,15.2,17.3572,12.7584,15.0471,14.2911,16.0061,14.7045,13.0004,15.7374,13.3986,16.1314,15.5439,15.7561,16.7704
15.5978,16.2849,15.7705,15.2904,15.4088,15.3591,15.0442,15.6132,15.0668,16.0501,16.2969,15.4053,15.5355,15.5695,15.6304,15.9106,14.8214,14.7807,14.5101,11.5881,14.3001,15.1432,15.4323,15.6427
16.3418,16.3341,15.4081,16.6633,16.5257,16.6472,16.6913,17.0198,14.1622,15.4578,12.6447,16.4665,16.1355,16.7533,16.6392,15.9715,15.6381,16.8602,16.0185,17.1151,17.1979,15.5234,16.9599,16.2133
13.5399,14.1639,13.0508,12.4082,14.3059,14.0748,14.6048,12.922,13.0876,14.8439,15.1509,15.4369,15.3025,15.5264,13.4398,14.705,15.8602,16.5373,16.2785,16.1162,15.4909,15.6006,16.0293,16.6335
15.8061,16.7304,15.5424,15.4079,15.848,16.3844,15.21,15.5596,13.9487,15.6084,16.0635,15.839,16.3436,15.7102,13.0007,15.526,14.296,13.6027,15.128,13.1664,14.7886,13.946,12.4041,15.4906
16.2682,16.5576,15.945,16.105,14.6345,15.8319,15.9354,15.6728,15.0704,16.0085,16.4475,16.466,15.7813,16.0249,15.7947,16.0291,14.5457,14.751,15.1761,13.2837,12.6377,13.7736,13.308,15.4265
17.1411,17.1058,16.955,17.0643,17.0441,17.2514,16.8416,16.9754,16.8913,16.8924,17.2271,16.9603,16.9591,16.8039,16.9734,16.7568,16.2666,16.3806,15.9522,13.2651,16.022,15.8058,16.2583,16.1191
14.3879,16.1493,14.3875,12.6567,16.0918,16.3597,16.1136,15.8391,12.3734,14.9755,12.5872,15.1463,15.6704,15.6782,15.4543,13.8347,15.0957,15.6008,15.0486,12.3059,16.1689,15.8763,16.3429,16.0489
19.4138,19.2644,19.0446,18.8095,18.9818,19.0047,18.7521,18.9711,17.7699,17.6675,17.9595,18.3812,17.6885,17.6356,17.4305,17.4801,19.8084,19.7909,19.6812,19.8898,19.9535,20.1216,20.0372,19.604
15.0574,15.5672,15.8294,14.6106,14.6126,13.6333,13.3302,15.3208,13.051,13.5098,15.1778,15.6836,12.4579,15.5671,13.7618,15.8147,12.8307,15.8247,12.8539,13.3538,16.0882,15.3566,15.4323,15.2095
14.2565,16.7295,16.3746,15.4265,15.2589,15.7538,14.9331,15.7264,16.4731,16.368,16.4838,16.0165,15.3106,15.416,15.2213,15.0299,13.2864,13.1248,13.0245,12.8515,13.0132,13.5692,12.2915,12.3919
16.574,16.263,16.3569,16.484,15.951,16.0804,15.6306,15.9227,16.5777,15.7567,16.2941,16.4641,16.3825,15.2061,15.4696,15.423,15.7048,15.9999,15.7761,11.8845,14.9127,14.8075,14.9985,14.7037
12.6057,13.6529,13.2385,12.2484,14.9277,14.4983,15.2737,12.4801,15.4336,15.7671,13.8828,14.1035,14.4656,15.5198,17.8378,16.2785,15.3978,17.704,11.9874,12.7425,14.2749,17.0626,14.9432,17.3353
19.6186,20.4294,22.2119,11.8735,22.7037,23.8346,23.2162,22.5827,12.87,24.9754,24.7795,24.6343,12.8023,13.0347,12.4168,12.3895,22.1363,24.5143,18.3849,22.5463,24.7782,23.2528,23.0946,22.8924
17.9592,17.9813,17.3942,17.8026,17.1035,18.1062,16.7985,17.2358,17.4242,17.0989,17.9295,17.4579,17.026,16.8004,17.1173,17.0901,13.1255,12.857,13.3967,12.9485,15.0664,15.7247,16.0602,17.97
16.1503,15.9479,15.9251,14.0161,16.1778,16.433,15.5413,16.4315,16.0108,16.1699,16.5485,16.241,15.8406,16.2313,15.3675,16.1623,14.156,14.0203,14.7074,12.0594,10.5585,12.2464,13.7134,14.4194
15.9365,17.0112,16.3108,16.2829,16.1638,16.5438,16.5025,16.6565,15.7618,16.3276,16.3305,16.2453,15.9069,16.2284,16.2803,16.4309,13.9827,13.7853,15.0429,13.6151,12.855,13.861,15.6168,16.1043
15.3831,16.7452,16.1984,16.289,16.0678,16.2776,15.6873,16.0912,13.4681,13.463,13.1643,12.1175,13.8745,14.1408,12.9098,14.101,14.9755,15.3049,14.9792,15.1321,15.9229,16.245,15.9395,15.5582
17.2059,17.474,17.2106,17.6644,17.269,17.3303,17.4158,17.3949,17.5793,17.4313,17.5922,17.3321,17.4032,17.6191,17.6067,17.462,16.7236,16.6547,16.9181,14.1868,17.0861,17.202,17.5104,17.597
15.7865,16.5993,15.3362,15.1085,15.3293,15.9697,15.7335,16.2698,13.9356,13.9141,14.6111,14.5404,14.0114,14.9278,15.142,15.7015,15.5135,14.7092,16.2583,15.4341,15.2598,15.1829,15.9367,16.2899
16.2479,16.5299,16.4008,16.6947,15.9939,16.1768,15.7613,16.1223,15.9842,16.1434,15.9423,16.1159,15.8278,15.7881,15.6314,15.469,14.8467,13.7863,15.2745,12.4362,13.665,13.2029,14.6831,14.8995
15.7976,16.4227,16.1854,16.3702,15.0175,14.9516,15.5914,15.1737,15.2146,16.4597,16.5632,16.7475,15.4052,15.8544,15.7588,15.7922,15.2541,15.521,15.8138,14.2288,15.2073,15.4236,15.9217,15.8927
15.0623,16.4428,15.9518,15.4248,15.3144,15.8613,15.4316,15.9999,14.3567,15.9197,15.7217,16.4254,15.3688,15.3708,14.8044,15.2411,15.2622,15.2878,15.3001,14.7233,15.1817,14.4864,14.4337,13.6257
17.5009,17.5683,17.3689,17.1618,17.3697,17.6703,17.4209,17.4612,16.9853,17.2365,17.3124,17.3082,17.3232,17.436,17.3451,17.4372,16.663,16.5794,16.965,16.0902,15.7227,16.199,16.5859,17.0814
13.527,13.319,13.0409,12.1692,13.2084,13.7454,13.8488,13.9294,14.5641,13.6656,13.535,13.6081,13.4341,13.9374,13.6866,13.6074,12.1656,12.4942,13.4394,11.9927,12.1758,13.4555,13.501,13.8825
17.3236,18.2341,17.5014,15.8585,17.4552,17.2633,17.0487,17.3781,17.7281,17.8674,16.6063,17.1135,17.8552,17.8574,16.882,18.3678,15.751,15.1326,16.1755,12.8518,14.4785,14.6502,15.3746,17.0167
15.1197,14.9918,13.1555,14.1235,14.7464,13.711,14.1951,14.5871,14.6043,14.9134,14.8781,15.1185,14.1908,14.4284,14.3216,14.8552,14.4232,15.5798,13.9923,13.6188,14.9044,14.5185,14.6512,15.1341
15.5754,16.2046,16.7927,14.9727,16.8142,17.149,16.5426,16.5681,16.8084,16.8998,16.9094,16.8114,16.687,16.9552,16.4925,16.5655,16.9479,17.0246,17.1549,17.8823,15.2345,15.8397,16.0287,15.9388
14.2925,14.2802,13.9197,14.0231,13.5976,14.3626,13.9409,13.9756,14.5235,14.0163,14.6359,14.504,14.3249,14.3491,14.5386,14.2359,13.378,13.4912,12.8029,13.5026,13.3437,11.4243,13.3327,15.3862
15.3623,15.0487,15.6278,15.1669,15.8705,16.28,16.269,16.3421,15.9735,15.222,15.5954,15.6563,16.9595,16.8106,16.7886,16.8533,16.1748,16.765,16.6157,16.5817,15.27,12.1699,15.3353,16.888
14.7192,15.505,14.6745,14.8029,14.2311,13.2277,14.1458,14.3912,14.435,14.6938,13.5792,15.1779,14.2565,14.3386,13.9696,13.9741,13.1027,13.3603,13.9111,12.7514,12.3781,12.1726,13.1848,13.9353
19.3101,18.1693,18.1254,19.7849,20.6782,20.3319,20.3582,20.6661,17.7857,16.1746,16.8359,17.9302,19.1512,20.1294,20.2527,19.5721,18.3269,19.5458,18.1946,18.9875,19.6507,19.908,19.9102,20.3391
15.004,15.8363,15.8027,14.3372,16.0172,16.7399,16.1349,16.1328,14.5041,15.0234,14.4159,14.6779,16.3799,15.9784,15.8071,16.1749,15.2313,14.563,15.3762,14.5557,13.9188,13.6059,14.1756,14.8923
12.4983,13.2866,11.8848,13.0081,12.6856,14.278,13.4144,12.6551,16.0577,15.2526,16.0245,17.0997,16.6657,15.6167,16.7227,18.0449,13.9793,12.6424,13.0436,12.8805,15.3315,15.4771,14.1235,15.3539
